state_code,county_code,"CEC_(0,6]","CEC_(6,12]","CEC_(12,30]","CEC_(30,50]","CEC_(50,70]","CEC_(70,100]","PH_(0,6]","PH_(6,12]","PH_(12,30]","PH_(30,50]","PH_(50,70]","PH_(70,100]"
01,115,9.54053911205074,NA,16.775,12.65,14,NA,5.105771877535298,5.166666666666666,5.040171818263403,5.1284171258645745,5.500739957716702,NA
01,117,12.868697409395084,13.5,17.2,14.75,13.22,NA,5.153056219765684,5.1375,5.006708219080801,5.102426585821657,5.316701902748415,NA
01,119,18.4659375,21.38,10.4125,8.575,8.1,33.7,5.548254996770061,6.019662921348314,5.722881097560975,5.525471698113208,5.114606741573033,8.1
01,121,9.291663552686488,NA,8.3,34.05555555555556,1.2090909090909092,NA,5.158555179349828,5.1,5.021695393633484,5.1999303819938,4.96753307383886,5
01,123,7.833512508387549,7.466470588235294,12.61565408589133,13.58980516531529,7.3175,NA,5.3664707188688,5.200331735410633,5.294813364610637,5.252618965033528,5.219519852262234,5
01,125,5,NA,NA,8.7,15.9,22.6,5.146398700871869,5.08681917211329,4.994676965880715,5.0152534704307765,5.015229859680402,5.6685185185185185
01,127,6.825,NA,NA,8.8,NA,NA,5.131758454812115,5,4.865110971993256,5.058651633935354,4.991596638655462,NA
01,129,13.69814520555697,5.449999999999999,24.29281045751634,22.027795733678087,22.040020110608346,23.533333333333335,5.0643620683589194,4.919956820603848,4.948770857923003,5.053907293440216,5.013088766817529,5.077325289089995
01,131,15.866868969810147,45,21.95470588235294,17.681944444444444,31.871886446886446,36,5.350966473003486,4.976296296296296,5.136995971709873,5.357131947388671,5.186985127214063,5.5
01,133,3.85,NA,NA,6.9,NA,NA,5.093800412249239,5.05,4.965381618972304,5.113277153558053,4.911871657754011,NA
05,001,18.426470588235293,19.25,25.53333333333333,24.242,25.208695652173912,34.5,5.8297297297297295,5.5285714285714285,5.682758620689655,6.129310344827586,6.417857142857143,6.22
05,003,15.24375,7.833333333333333,24.364285714285714,21.5875,20.511764705882353,10,5.503571428571428,5.414285714285715,5.403030303030303,5.527272727272727,5.953125,5.15
05,005,17.226773466973313,12.410539549304294,20.843367498514557,15.752881172002171,11.400071042909918,20.8,5.623925173481941,5.5985128515888345,5.521737999540227,5.417289419691482,5.227795310830798,5.566666666666666
05,007,15.699781464692007,14.9996336996337,18.55141580124958,19.942288318933734,15.6373581519664,14.7,5.626740086975121,5.707456140350877,5.430993092095218,5.539452637670565,5.5398701124362875,6.2
05,009,17.71868876147313,15.82466039707419,27.18846153846154,18.15,17.133333333333333,NA,5.443259193241843,5.451310843760519,5.380073623801254,4.936083200425306,5.202187793500314,NA
05,011,8.55,4.5,20,22.5,20,NA,5.2701492537313435,5.250862068965517,5.074553571428571,5.1351744186046515,5.0875,5
05,015,18.210817052773923,15.037049808429119,20.732857142857142,15.433333333333334,12.3,NA,5.341053119117054,5.4760625291159215,5.249568527640942,5.180728458049886,5.22501773613929,NA
05,017,22.219517930629042,17.8,27.364923747276688,20.245550351288056,19.989183591378264,NA,5.916358024691358,6.2,5.861111111111111,6.154966666666667,6.811955601092896,NA
05,019,10.645964912280702,21.288235294117648,23.057142857142857,25.869230769230768,22.666666666666668,NA,5.499155673131925,5.48598475827578,5.368150216817496,5.350851376006175,5.282476260944629,5
05,021,13.253641148325359,16.809166666666666,12.665334595959596,19.690339366515836,16.980098524261567,NA,5.692431034482759,5.559665071770334,5.575688251328595,5.767076923076923,6.0780736659642205,NA
05,023,5.343526785714285,6.866666666666667,8.65,9.166666666666666,9.08,NA,5.300660794811073,5.2450952764358565,5.0801690217833455,4.955601531464264,5.097715498570563,NA
05,025,8.953846153846154,4.5,15.13888888888889,15.476190476190476,15.600000000000001,22.6,5.307043650793651,5.333333333333333,5.192682926829268,5.230185185185185,5.135294117647058,5.2
05,027,7.272058823529411,9.25,4.75,6,35.625,14.1,5.278627450980392,5.286675824175824,5.070486656200941,5.111176470588235,5.152527472527472,5.25
05,029,9.341666666666667,9.588888888888889,17.544444444444444,11.75,23.315384615384616,17.5,5.763276554578882,5.37838333757098,5.437220527714694,5.4186188522953636,5.839198687910028,7.233333333333333
05,031,14.005741465946354,10.86795210166178,18.964643662117453,17.5563644633111,15.017768349623472,18.8,5.752119830827068,5.571657566919877,5.690943080196912,5.835380357426371,6.235699880906556,5.8
05,033,9,6.5,13.333333333333334,15.571428571428571,20.9375,27.5,5.62233647176238,5.211538986124722,5.428424501901282,5.37348956596941,5.702674112256586,6.7
05,035,20.164159566977645,25,22.822166666666668,10.9,16.045637517002017,15.366666666666667,6.363555660190325,5.903841374269006,6.386397706263905,6.625485960144927,6.816163195963142,7.5
05,037,13.863895833333332,15.081538461538461,19.729817927170867,14.933823529411764,12.230238095238095,21.8,5.673115,5.705744914788346,5.2926692821798085,5.544351487993889,6.126647807637907,6.4
05,041,24.364444444444445,16.8125,26.22511961722488,22.124012987012986,24.420855614973263,22.214285714285715,6.301119067917022,6.55,6.445401382243487,6.8369285714285715,7.055080213903743,7.142857142857143
05,043,17.9,7.625,25.57,23.9625,16.253125,NA,5.35,5.49,5.388602941176471,5.402155172413793,5.7375,5.3
05,045,12.12887633396108,7.477777777777778,21.425,24,25.3,17.5,5.655542168177383,5.380904630108497,5.494626522626523,5.319554082577654,5.925526509572901,7
05,047,7.192219498910675,7.75,13.82,20.35,13.08,NA,5.402831707987394,5.194812155046893,5.17388386922998,5.30302323140372,5.380230347938144,NA
05,049,16.53595397126526,14.778173690932311,23.0799914000688,19.410526315789475,17.730258857929137,NA,5.7891666977421075,5.568614649827282,5.722027905071053,5.336450127321798,5.696092796092796,NA
05,051,7.831394974226804,NA,14.233333333333333,6.366666666666666,5.1,NA,5.343325979040265,5.119408532643827,5.093225275993715,5.0969431153641676,5.0759664948453604,NA
05,053,5.7,NA,NA,20,NA,20,5.092200343516133,4.885510992275698,4.938428669713499,4.941842105263158,4.871533176584072,4.841176470588235
05,055,11.488902065405696,14.44537547693375,17.80956738154319,19.527181772623138,15.897454659161976,10.9,5.73622777124951,5.671714999437968,5.9367997258102525,6.097629555050008,6.271594760312151,6.15
05,057,24.61095321637427,38.416666666666664,30.964076923076924,30.78295019157088,23.787793859649124,40.9,5.7850625644994835,6.006677937447169,5.7248488269801845,5.82826867816092,5.654355794997208,5.7
05,059,7.654195046439629,12.575935828877006,24.255555555555556,19.355555555555554,17.866666666666667,NA,5.386526678749303,5.324783451842276,5.168492574544611,5.243923450673491,5.085377716978264,5
05,061,34.10735294117647,31.375,29.575490196078434,35.51428571428571,28.7,NA,5.627591036414565,5.654166666666667,5.406561085972851,5.703846153846154,5.257894736842105,NA
05,063,14.094024182899705,10.87977377654663,20.2815307486631,14.29265744257551,18.548417874396137,6,5.405000965903331,5.58803313840156,5.413153593600841,5.3083674427564125,5.726135133410528,5.175
05,065,15.572901168091416,13.29656023839932,19.380345143905515,19.94887218045113,17.495611168443986,8,5.7166976859072385,5.386705206409097,5.602236068476679,5.493692582759168,5.67187081923924,6.2
05,067,11.064072407120744,9.850818647296975,17.671723511266855,16.673097458194455,14.247471447101933,NA,5.572957351719196,5.451597535617885,5.638954164242848,5.629317158122786,6.256519708274387,NA
05,071,8.8375,6.244444444444445,13.016666666666666,18.266666666666666,14.7625,NA,5.331644074995635,5.190988358815316,5.175423366981585,5.131514760556143,5.3140088623620905,NA
05,075,12.942449546952078,9.416750747837336,14.139240812894386,15.908036408105795,16.208377081093328,18.8,5.644717926794608,5.411382053024682,5.440956100553998,5.4418337949895665,5.983190624873947,6.1
05,077,16.284122839902004,14.135574855252274,17.721274193548386,15.475605992268042,13.881182507928933,23.200000000000003,6.013057142857143,5.8636902748076984,5.917619451475999,6.198631578947368,6.26744090333474,6.62
05,083,8.06,9.8625,9,16.125,17.5,27.5,5.530600960182421,5.336491365635684,5.1358395254156735,5.243154011337103,5.573464422175762,7.5
05,087,19.455664873011326,12.156807151979566,22.173928571428572,15.973333333333333,10.53968253968254,20.8,5.343529927625394,5.431679503257774,5.196893537261959,5.239377540501525,5.133401528900621,6.1
05,089,17.478344405652248,12.237908852591248,20.45180088078012,14.578169289202387,10.325079923273657,20.8,5.67554818361306,5.628398455557207,5.569880120682686,5.40801836166063,5.222018935697262,5.566666666666666
05,093,16.26287479114453,18.21964285714286,22.137455649613546,15.002705988455988,18.507431687069086,27.533333333333335,6.354321428571429,5.856165413533835,6.289272860965738,6.559872344130965,6.831888166596314,7.233333333333333
05,095,13.70409689607068,10.330637254901962,20.61128465063001,17.13894262419608,15.814484810299263,22.5,5.712157925624523,5.504209001782531,5.716356450753521,5.958479935452441,6.316782740568867,4.8
05,097,6.438791477346694,8.007142857142856,7.198888888888889,7.216666666666667,7.807,6.3,5.449275707350953,5.226033690106057,5.139574015337313,5.1210889766748755,5.328556776556776,6.2
05,099,10.272222222222222,4.5,20.650000000000002,31.2,19.6,NA,5.3325,5.115095430884905,5.056931530008453,4.959375,4.92459264873058,4.9375
05,101,16.491928539290555,14.230218855218855,25.727479260935144,18.45,15.57,NA,5.380240340291986,5.422404444923796,5.212068130223482,5.082486680776529,5.268956766917293,4.6
05,103,5.733333333333333,6.4,8.7,15,NA,NA,5.153306679993337,5.41875,4.906254901960784,4.876436781609195,4.770882352941176,5
05,105,8.570588235294117,9.5125,16,21.263636363636365,16.785714285714285,NA,5.418415840457171,5.115741762465969,5.139003789503789,5.417634975143539,5.5482050810014725,NA
05,107,16.077814830849157,14.85388888888889,18.36416049382716,13.231692307692308,15.435478314776542,36.900000000000006,6.067026804123711,5.855631578947368,5.962407959662779,6.390985719128739,6.28216069880953,7.1
05,109,8.010487832930037,11.053333333333333,10.931481481481482,15.7,17.387894736842107,24.25,5.4955976240798075,5.353696886008715,5.279493202633494,5.151965207891523,5.456513478532011,6.36923076923077
05,111,20.04087473839237,11.645679374389053,22.951042558959067,17.918906673901247,15.02279098694494,20.3,5.827533333333333,5.631805979952595,5.749603870788081,5.958088972431078,6.2531559391106315,6.3
05,113,8.461900752554959,8.15,7.4148148148148145,7.35,10.961666666666666,8.433333333333334,5.507056773334507,5.364495559732137,5.143556755038245,5.094502524502524,5.290596273291925,5.733333333333333
05,115,8.791666666666666,9.00909090909091,17.5,17.791666666666668,18.863636363636363,NA,5.470935958052844,5.264709164949106,5.115619845971283,5.430748318137773,5.324592617226472,NA
05,119,15.813333333333333,5.933333333333334,22.32139037433155,14.5,20.904411764705884,NA,5.5579663735455425,5.165781521216304,5.4615353841014995,5.605869765301427,5.562963636772006,5.3
05,121,15.436672317813764,8.855458839406207,17.53367909762511,18.546743339476258,11.906377664109122,19.333333333333332,5.714610839310816,5.381447144075021,5.768551353966817,5.6096227286670635,5.6598438735177865,6.125
05,123,13.39062607353428,16.64687275985663,19.13290322580645,14.464353687549563,13.336441102756892,18.8,5.741472727272727,5.58656031638978,5.6264914390475465,5.677771542462623,5.681437795953508,5.633333333333333
05,125,5.7709299828178695,6.5,4.066666666666666,5.1,11.675,NA,5.190843284443881,5.08421052631579,4.920608106547685,4.971613190730838,5.01756156930126,NA
05,127,8.25664147233667,9.266666666666667,8.216666666666667,10.64,9.385714285714286,NA,5.402396983904659,5.198572064732957,5.020534249259978,5.028899229476466,5.052940564493254,NA
05,129,18.800704429920117,19.058236552920764,20.881600935828878,27.459298805432827,12.434057971014493,NA,5.530520594742866,5.7121065757256755,5.422361909141544,5.373227838771867,5.549575740881996,5.3
05,131,10.928571428571429,10.285714285714286,17.8,21.21818181818182,18.728571428571428,NA,5.673394508990594,5.534462344720497,5.368871782496782,5.74662582893528,5.617601440655564,NA
05,133,13.696825396825396,17.43,17.427777777777777,21.483333333333334,23.39,19,5.455843327011992,5.48501872659176,5.396013254089822,5.360714285714286,5.6064039408866995,5.9
05,135,12.993371383641175,13.236185335132705,21.105511774087628,17.013230240549827,19.912647421228655,8,5.768340679284418,5.430954051796157,5.613802086173984,5.461198589256647,5.5194193669622145,6.2
05,137,17.535597896286852,15.155234405496405,19.588068787722424,21.41319858925665,20.608270595439645,13.45,5.554526186036404,5.613859503117843,5.459710804000714,5.412614287806847,5.663213804084215,6.3
05,139,7.6,8.5,8.75,6,6,14.1,5.086575587024933,4.9842284990919445,4.885046685340803,4.93,4.910626660920778,5.0125
05,141,5.343526785714285,6.866666666666667,8.65,9.166666666666666,9.08,NA,5.300680818896256,5.2450952764358565,5.073507476988901,4.955601531464264,5.083266605611317,NA
05,143,17.623512413944717,15.71952380952381,17.652796046459727,21.466941366574332,25.432319778541427,NA,5.468527704774696,5.304578947368421,5.274338220536791,5.3485161749069645,5.624430909909797,4.6
05,145,10.863220551378445,15.314285714285715,21.133333333333333,18.958333333333332,22.058333333333334,22.5,5.430226896908143,5.27664461247637,5.275962686106227,5.310761262248069,5.783922434953363,5.3
05,147,12.892387294601528,9.971985111662532,17.75587906716939,18.625977619173497,15.758101285823253,9.43,5.789938094399403,5.547889356122265,5.878655105183171,5.807617952170752,6.215154167023581,6.53
05,149,7.370452010842169,10.775,7.886666666666667,14.941818181818181,16.464285714285715,13.62,5.504338526316881,5.222139629644299,5.108302124867918,5.260393389096952,5.302258464593326,6.083333333333333
06,011,22.68687072668335,23.518781850035257,26.218905062151787,25.313987301484694,26.861184133579723,36.60415494155256,6.8484683340645685,6.980887189834903,7.049684993193623,7.295091811709997,7.526586810018668,8.41140806986642
06,013,24.859405878287397,22.075352822580644,23.460055889028496,21.051908168833307,26.343994230264883,17,6.555340707333973,6.698648551709557,6.948398983469944,7.478007971129318,7.725951758209822,6
06,021,19.714035059401745,23.158107568321096,26.138073288504835,23.663233314636326,21.49700212471352,29,6.435784826957699,6.432237760409286,6.705322734520187,7.378119792263427,7.565222875246355,8.175
06,031,15.479535471927901,18.274585563863603,19.218724855795795,17.494307957153346,13.503264023210832,16.733333333333334,7.511674004976792,7.696766048778522,8.044300516382895,8.095649891675686,8.087860794484842,7.9
06,033,15.643074815453286,14.419062792074588,18.452572376132785,19.65616728802433,19.59624819823887,24.375,6.370988536630023,6.383716774246107,6.265152328998284,6.572369743057119,6.74442383107089,8.3
06,041,16.986662337662338,15.886017692920678,17.16521404058662,19.467621794932874,18.146153846153847,NA,6.195007366902104,6.08710078728461,6.092913097860075,6.013885867826755,6.065978260869565,3.5
06,053,17.500613271802205,18.491682307004844,25.332790938317697,19.3042161074094,15.912756493834296,20.35,6.615897982417079,6.6089947164465395,6.921649343936143,6.923233755515294,7.30400534302908,7.1
06,055,18.010127050063716,19.588854157909836,20.558772418576904,20.393593182791918,20.917382179675993,31.25,6.362450768241144,6.279484943821802,6.3360318844424,6.387520931763042,6.614639788905253,8.4
06,067,14.855749971427661,16.671059989414932,21.25016629259546,18.979567317764044,19.687254748894095,8.555555555555555,6.498723037455707,6.578526105332113,6.799586598477317,7.132064098547246,7.1300529100529095,6.622222222222223
06,069,21.089340555687556,18.84335011674608,22.508828332448612,21.844083090208755,18.66683849870828,24.74285714285714,6.78867382828139,6.9118005125860185,7.004897238507242,7.225260454368312,7.367465219902259,7.757142857142857
06,077,22.49320324436444,18.888507237470073,24.348623974645395,20.5794960590218,22.062431166869395,14.433333333333334,6.7163535544169815,6.820714174092303,6.983268788496529,7.266479712447524,7.262165806017486,6.266666666666667
06,087,17.152043729072414,14.997029354872842,19.633769457996433,17.31065178649637,18.73983164983165,NA,6.252069483851013,6.2226726341892515,6.2222722445322844,6.329864123434332,6.499039039039039,NA
06,095,22.762505076338837,22.156267669858643,28.157411221525383,25.78844883284628,29.38004785723285,18.35333333333333,6.409442736614886,6.560710275608118,6.97573414179485,7.331804511278196,7.7421280525534195,8.393333333333333
06,097,18.167889610430542,18.96765563155496,19.619374848644043,21.461534974201776,21.381657565584867,8.1,6.124846500143773,6.004932225912006,5.9825417115463315,6.161238792715235,6.451347737790005,5.8999999999999995
06,101,17.62443896564239,17.667269180399433,23.694625402789505,16.103250077018643,14.4182860256607,30.166666666666668,6.987429068111438,7.136343297649638,7.494765658149809,7.585654035163683,7.594602124374654,7.766666666666666
06,113,23.401917065427227,23.198698666054508,25.685207702806906,25.543732554166265,26.55941906399376,30.621913580246915,6.766756117801296,7.046616269439884,7.350638011634989,7.799326442745381,7.954087885772692,8.384567901234568
08,001,13.435827114862425,20.49828993370466,17.729107006339614,10.170728033857293,10.22346754346183,NA,7.2539725211765,7.555628595857552,7.717086481632101,8.021667773188739,8.180322267573697,NA
08,005,16.072314101766803,24.55278946013853,18.28321357666509,12.128201055303101,13.940429208720525,NA,7.323358329936766,7.452171602019125,7.66633259648893,7.809732388707607,7.977715086034414,NA
08,009,14.119978263638204,18.15703577886598,18.880614003107688,13.561157165335388,12.788801483117272,NA,7.583664949003242,7.777005588680326,7.957945750883777,8.065590748412811,8.172896345856872,NA
08,011,18.458760808876065,19.52328783938994,19.096117546272502,15.17069318932998,13.296914151353404,NA,7.731739861515467,7.937603601811236,8.053216835212513,8.170127849681993,8.200165188244906,NA
08,017,13.868571071831065,19.062566987313012,18.46180702967753,13.224614304040355,12.567521788801141,NA,7.391353840202921,7.605000274600871,7.779696433540899,8.079699134484345,8.165258687551367,NA
08,023,17.687832877063737,15.370189142243818,13.370207645549684,10.69641220834925,8.844596398457954,6.958333333333334,7.1716081149959985,7.493102354578195,7.506160289499883,7.486982540051594,7.632102305123093,7.95
08,025,17.17987978135601,18.591716666380385,18.901288000948973,15.93116931331469,11.930442885891717,NA,7.696436443281141,7.76208959469426,7.963848485938202,8.155269740502495,8.104825974418805,NA
08,061,15.202445789794597,18.409894822803295,18.165430881232847,14.800225881160728,12.064443995989945,NA,7.555251573827891,7.731548786345008,7.9306160475161755,8.110720032192976,8.134724745545409,NA
08,063,14.491496024140913,17.79467167169462,16.038683123395284,13.220792525699668,13.911668390784078,NA,7.380437900607675,7.47252373036977,7.811065862973337,8.032590351638667,8.05048677318143,NA
